user_id,user_status,message_status,country,city,scope,sent_date,delivery_date,control_group_date,view_count,view_date,click_count,click_date,failure_count,message_status_time,conversion_count,conversion_date
66347d89ab42f600192bde2a,known,Opened,United Kingdom,Stanmore,699d6171-afc6-44e4-b898-f0c4596114af,2026-08-10T11:27:29.029Z,2026-08-10T11:27:29.029Z,,1,2026-08-10T11:27:56.056Z,,,,2026-08-10T11:27:56.056Z,,
6a390d21478d8c002d1e439a,known,Opened,,,2a743e0e-2139-4b42-b055-503855e22f8a,2026-08-10T11:20:04.004Z,2026-08-10T11:20:05.005Z,,1,2026-08-10T13:09:24.024Z,,,,2026-08-10T13:09:24.024Z,,
670ced65c1c94d00193d5b63,known,Delivered,,,9968e05f-ebbc-4537-accb-f6aed02ad9f6,2026-08-10T10:42:52.052Z,2026-08-10T10:42:55.055Z,,,,,,,2026-08-10T10:42:55.055Z,,
6701152f7f8f2c0020b4a0d2,known,Delivered,,,49a0fade-4651-4998-8cb1-3f242274c940,2026-08-10T09:54:32.032Z,2026-08-10T09:54:33.033Z,,,,,,,2026-08-10T09:54:33.033Z,,
6a6aeb4430dbd6002db0bbf3,known,Delivered,,,4c5c5f90-f3f3-40f7-9299-897940af0cf3,2026-08-10T09:25:56.056Z,2026-08-10T09:25:57.057Z,,,,,,,2026-08-10T09:25:57.057Z,,
65014bbbaf2db6001287690b,known,Added to Control Group,,,c1de37f6-004d-4f09-beea-dd62806ddcad,2026-08-10T08:49:25.025Z,,2026-08-10T08:49:25.868000,,,,,,2026-08-10T08:49:25.025Z,,
69dd3ad852d92b002b4d0d12,known,Added to Control Group,,,d6b40265-80db-4228-ba86-3b0a96fbffe9,2026-08-10T08:35:27.027Z,,2026-08-10T08:35:27.371000,,,,,,2026-08-10T08:35:27.027Z,,
6a76caae64f9e5021760c0e6,known,Delivered,,,3069d642-c6c2-490c-9308-8fa9e6aee131,2026-08-10T08:31:43.043Z,2026-08-10T08:31:44.044Z,,,,,,,2026-08-10T08:31:44.044Z,,
6a5f5fc875bd3a003168f823,known,Opened,,,012f568a-e266-45e7-bec0-afb727b7e769,2026-08-10T08:19:56.056Z,2026-08-10T08:19:59.059Z,,1,2026-08-10T08:25:28.028Z,,,,2026-08-10T08:25:28.028Z,,
5eec8e6380e8f3655e506d39,known,Delivered,,,1f3f4942-7301-4c27-8bf8-9b2b1128660d,2026-08-10T08:03:30.030Z,2026-08-10T08:03:31.031Z,,,,,,,2026-08-10T08:03:31.031Z,,
67125f6c938c7c0127e473a3,known,Opened,,,bb656b04-b81e-4cd4-a621-44ee97226a6a,2026-08-10T08:03:26.026Z,2026-08-10T08:03:28.028Z,,2,2026-08-10T08:52:55.055Z,,,,2026-08-10T08:52:55.055Z,,
695235584fd25a001128b695,known,Delivered,,,20700e8a-604e-4117-b4a7-a8517e3fbf86,2026-08-10T07:50:28.028Z,2026-08-10T07:50:35.035Z,,,,,,,2026-08-10T07:50:35.035Z,,
690797bb60457a002bddd71e,known,Failed,,,0126b51d-538e-4da3-a1c3-3786b5a7028c,2026-08-10T07:44:20.020Z,,,,,,,1,2026-08-10T07:44:20.020Z,,
6a770b1164f9e502177ad1df,known,Added to Control Group,,,e037f398-47ad-4344-a7b3-d51dcac9caed,2026-08-10T07:35:26.026Z,,2026-08-10T07:35:26,,,,,,2026-08-10T07:35:26.026Z,,
69a3f2c95a9609001f627ce8,known,Opened,,,afe922c4-a621-46bf-b715-8bd81cd509f3,2026-08-10T07:33:26.026Z,2026-08-10T07:33:27.027Z,,1,2026-08-10T14:02:43.043Z,,,,2026-08-10T14:02:43.043Z,,
64e32219aa525a0019712d5f,known,Failed,,,74939805-ebd5-400b-87ee-12fbfcc06853,2026-08-10T07:20:06.006Z,,,,,,,1,2026-08-10T07:20:06.006Z,,
61aa03a1f12523001476cd22,known,Opened,Rwanda,Kigali,405c31b3-9b0c-4795-b10c-05ab3a053d11,2026-08-10T07:17:26.026Z,2026-08-10T07:17:28.028Z,,1,2026-08-10T07:30:25.025Z,,,,2026-08-10T07:30:25.025Z,,
676829ea1c33be04e4b33f5a,known,Opened,Saudi Arabia,Riyadh,c7a47104-73c3-4603-9c94-8c7454cc7149,2026-08-10T07:06:28.028Z,2026-08-10T07:06:30.030Z,,1,2026-08-10T08:47:41.041Z,,,,2026-08-10T08:47:41.041Z,,
